animal_id,nome,especie,raca_femea,linhagem,data_nascimento,idade_anos,peso_kg,condicao_corporal,num_partos_anteriores,intervalo_pos_parto_dias,fazenda,municipio,data_inseminacao,mes_inseminacao,ano_inseminacao,trimestre,estacao,tipo_inseminacao,raca_reprodutor,reprodutor_id,empresa_semem,protocolo_hormonal,dias_desde_ultima_ins,temperatura_ambiente_c,tecnico,probabilidade_prenhez_ia,resultado
OVI-0020,Aurora,Ovino,Bergamácia,Linhagem E,2018-08-09,6.4,71.3,3,1,48,Fazenda Boa Esperança,Crateús,2024-12-31,12,2024,4,Chuvosa,IA Convencional,Santa Inês,REP-073,Grupo Nelore,IATF 7 dias,112,26.7,Pedro Alves,0.6807,Prenha
OVI-0021,Anita,Ovino,Somalis,Linhagem D,2021-07-16,1.2,43.7,4,0,,Sítio Boa Sorte,Nova Russas,2022-10-02,10,2022,4,Seca,IA Convencional,Suffolk,REP-023,Grupo Nelore,P4+EB,25,34.1,Pedro Alves,0.5104,Nao_Prenha
OVI-0022,Aurora,Ovino,Morada Nova,Linhagem A,2020-06-29,2.0,52.5,5,0,,Fazenda Caatinga Verde,Poranga,2022-07-15,7,2022,3,Seca,IA Convencional,Dorper,REP-034,Próprio,Sem protocolo,38,26.4,Carlos Melo,0.5337,Prenha
BOV-0054,Hera,Bovino,Gir,Sem registro,2021-08-20,2.1,554.8,3,0,,Sítio Mandacaru,Monsenhor Tabosa,2023-09-29,9,2023,3,Seca,IA Convencional,Bonsmara,REP-071,Geneal,Resynch,33,39.1,Pedro Alves,0.6432,Nao_Prenha
OVI-0023,Aurora,Ovino,Somalis,Linhagem C,2021-11-22,2.6,35.4,4,0,,Fazenda Palmeira,Independência,2024-07-03,7,2024,3,Seca,IATF,Texel,REP-042,Insitec,Sem protocolo,111,30.0,Ana Lima,0.5795,Nao_Prenha
BOV-0055,Viola,Bovino,Canchim,Linhagem D,2020-12-29,1.3,434.0,4,0,,Fazenda Caatinga Verde,Crateús,2022-04-24,4,2022,2,Chuvosa,IA Convencional,Angus,REP-075,CRV Lagoa,P4+BE+PGF,76,28.2,João Silva,0.797,Prenha
OVI-0024,Cida,Ovino,Texel,Linhagem H,2016-09-03,5.7,44.3,3,1,245,Fazenda Poço Fundo,Ipaporanga,2022-05-22,5,2022,2,Seca,IA Convencional,Santa Inês,REP-018,Próprio,P4+BE+PGF,52,39.8,Luciana Reis,0.6955,Prenha
BOV-0056,Orquídea,Bovino,Sindi,Linhagem B,2016-01-15,6.1,482.0,4,4,224,Fazenda Caatinga Verde,Tamboril,2022-02-16,2,2022,1,Chuvosa,IA Convencional,Gir,REP-005,Insitec,Ovsynch,110,23.1,Fernanda Costa,0.97,Prenha
CAP-0023,Estrela,Caprino,Anglo Nubiana,Linhagem A,2018-09-12,4.5,50.0,4,0,,Fazenda Palmeira,Tamboril,2023-02-27,2,2023,1,Chuvosa,IA Convencional,Anglo Nubiano,REP-018,Grupo Nelore,Cosynch,36,34.3,Luciana Reis,0.7011,Prenha
OVI-0025,Beleza,Ovino,Morada Nova,Linhagem F,2018-08-28,5.0,41.5,3,0,,Sítio Riacho Seco,Crateús,2023-09-11,9,2023,3,Seca,IATF,Ile de France,REP-049,Insitec,Select Synch,76,38.9,Roberto Neto,0.5608,Prenha
BOV-0057,Graça,Bovino,Girolando,Linhagem H,2019-05-13,4.7,441.4,3,1,183,Fazenda Poço Fundo,Quiterianópolis,2024-02-10,2,2024,1,Chuvosa,IA Convencional,Senepol,REP-068,Alta Genetics,Select Synch,114,33.6,João Silva,0.8715,Prenha
CAP-0024,Eva,Caprino,Anglo Nubiana,Linhagem F,2017-01-13,6.0,42.0,4,0,,Sítio Riacho Seco,Tamboril,2023-01-26,1,2023,1,Chuvosa,IATF,Saanen,REP-039,CRV Lagoa,Cosynch,116,19.6,Marcos Farias,0.7937,Nao_Prenha
CAP-0025,Dalila,Caprino,Canindé,Linhagem E,2021-05-15,2.0,54.0,3,0,,Fazenda Palmeira,Monsenhor Tabosa,2023-05-12,5,2023,2,Seca,IA Convencional,Alpino,REP-034,Sexing Tech,Resynch,75,25.1,Roberto Neto,0.6615,Nao_Prenha
OVI-0026,Beleza,Ovino,Dorper,Linhagem D,2018-04-12,5.8,34.0,5,1,38,Fazenda Caatinga Verde,Independência,2024-01-30,1,2024,1,Chuvosa,IATF,Suffolk,REP-043,Alta Genetics,P4+BE+PGF,38,30.2,Juliana Pinto,0.5224,Nao_Prenha
BOV-0058,Chuva,Bovino,Canchim,Linhagem B,2018-11-20,5.9,330.5,4,1,101,Fazenda Palmeira,Crateús,2024-09-27,9,2024,3,Seca,IATF,Gir,REP-007,Insitec,P4+EB,97,30.0,Marcos Farias,0.7281,Prenha
OVI-0027,Mimosa,Ovino,Texel,Linhagem A,2018-06-14,6.4,34.6,4,4,277,Fazenda Poço Fundo,Crateús,2024-11-01,11,2024,4,Chuvosa,IA Convencional,Texel,REP-068,Próprio,Select Synch,89,28.7,Marcos Farias,0.6503,Prenha
BOV-0059,Viola,Bovino,Gir,Linhagem D,2020-10-29,2.2,437.3,3,0,,Fazenda Poço Fundo,Ararendá,2023-01-03,1,2023,1,Chuvosa,IA Convencional,Nelore,REP-029,Sexing Tech,Sem protocolo,109,25.8,Maria Souza,0.6238,Nao_Prenha
BOV-0060,Glória,Bovino,Nelore,Linhagem D,2020-03-24,4.4,282.8,3,1,252,Fazenda Boa Esperança,Tamboril,2024-09-01,9,2024,3,Seca,IATF,Bonsmara,REP-073,Geneal,Select Synch,87,35.3,Maria Souza,0.6987,Prenha
BOV-0061,Sofia,Bovino,Girolando,Linhagem D,2022-02-02,0.1,374.3,5,0,,Fazenda Bela Vista,Poranga,2022-03-09,3,2022,1,Chuvosa,IA Convencional,Senepol,REP-073,Insitec,IATF 7 dias,101,36.1,Maria Souza,0.5624,Prenha
OVI-0028,Aurora,Ovino,Santa Inês,Linhagem G,2021-08-13,2.3,50.8,5,0,,Fazenda Boa Esperança,Nova Russas,2023-12-10,12,2023,4,Chuvosa,IATF,Santa Inês,REP-063,Alta Genetics,Sem protocolo,82,34.9,Roberto Neto,0.4941,Nao_Prenha
BOV-0062,Joia,Bovino,Sindi,Linhagem B,2020-04-05,2.2,353.9,2,0,,Sítio Boa Sorte,Ipaporanga,2022-06-25,6,2022,2,Seca,IATF,Senepol,REP-001,Sexing Tech,Sem protocolo,24,26.4,Roberto Neto,0.2147,Prenha
BOV-0063,Nina,Bovino,Tabapuã,Sem registro,2022-03-31,2.6,287.9,3,0,,Fazenda Caatinga Verde,Quiterianópolis,2024-11-15,11,2024,4,Chuvosa,IA Convencional,Nelore,REP-011,Próprio,P4+EB,81,31.2,Roberto Neto,0.5306,Nao_Prenha
BOV-0064,Glória,Bovino,Sindi,Linhagem G,2017-11-25,4.9,360.5,3,1,252,Fazenda Caatinga Verde,Tamboril,2022-10-12,10,2022,4,Seca,IA Convencional,Brahman,REP-077,Grupo Nelore,Sem protocolo,40,27.3,Maria Souza,0.734,Prenha
BOV-0065,Glória,Bovino,Guzerá,Linhagem F,2019-09-11,4.8,524.6,5,1,183,Fazenda Bela Vista,Quiterianópolis,2024-06-20,6,2024,2,Seca,IATF,Gir,REP-038,Próprio,Sem protocolo,46,31.3,Luciana Reis,0.7571,Nao_Prenha
CAP-0026,Beleza,Caprino,Repartida,Linhagem G,2020-03-20,3.4,41.5,5,0,,Sítio Riacho Seco,Tamboril,2023-07-29,7,2023,3,Seca,IATF,Toggenburg,REP-038,Insitec,P4+EB,80,39.9,Marcos Farias,0.5374,Prenha
BOV-0066,Amora,Bovino,Girolando,Linhagem H,2018-09-18,4.7,406.9,3,3,275,Fazenda Boa Esperança,Monsenhor Tabosa,2023-06-02,6,2023,2,Seca,IATF,Bonsmara,REP-077,Próprio,Select Synch,79,26.8,Roberto Neto,0.6791,Prenha
BOV-0067,Duna,Bovino,Tabapuã,Linhagem D,2017-11-12,4.4,379.5,4,0,,Fazenda Palmeira,Poranga,2022-04-01,4,2022,2,Chuvosa,IATF,Senepol,REP-058,Sexing Tech,Select Synch,6,20.2,Marcos Farias,0.4066,Nao_Prenha
BOV-0068,Estrela,Bovino,Sindi,Linhagem G,2021-05-31,1.2,556.2,2,0,,Sítio Riacho Seco,Monsenhor Tabosa,2022-08-03,8,2022,3,Seca,IA Convencional,Gir,REP-013,Geneal,Select Synch,49,24.9,Ana Lima,0.5073,Prenha
BOV-0069,Dalila,Bovino,Gir,Linhagem D,2016-04-02,7.7,520.0,5,5,154,Fazenda Poço Fundo,Ararendá,2023-12-04,12,2023,4,Chuvosa,IATF,Bonsmara,REP-052,Próprio,Select Synch,71,21.8,Fernanda Costa,0.9585,Prenha
OVI-0029,Lua,Ovino,Texel,Linhagem G,2021-01-15,3.4,62.3,3,0,,Sítio Boa Sorte,Tamboril,2024-05-29,5,2024,2,Seca,IATF,Santa Inês,REP-015,Sexing Tech,Sem protocolo,78,20.2,Pedro Alves,0.5974,Prenha
OVI-0030,Glória,Ovino,Dorper,Linhagem B,2020-05-26,2.2,68.4,4,0,,Sítio São Francisco,Nova Russas,2022-08-22,8,2022,3,Seca,IATF,Texel,REP-024,Sexing Tech,GnRH+PGF2α,83,31.0,Fernanda Costa,0.6881,Prenha
BOV-0070,Joia,Bovino,Girolando,Sem registro,2021-06-16,1.5,366.7,3,0,,Fazenda Bela Vista,Tamboril,2022-12-21,12,2022,4,Chuvosa,IA Convencional,Gir,REP-072,Grupo Nelore,Resynch,84,19.2,João Silva,0.5265,Prenha
BOV-0071,Nina,Bovino,Gir,Linhagem G,2021-06-24,1.5,289.3,4,0,,Sítio Riacho Seco,Poranga,2022-12-09,12,2022,4,Chuvosa,IATF,Simmental,REP-071,Grupo Nelore,Ovsynch,9,24.0,Carlos Melo,0.4646,Nao_Prenha
CAP-0027,Cida,Caprino,Moxotó,Linhagem G,2016-06-19,8.0,64.6,2,6,156,Sítio Boa Sorte,Ipaporanga,2024-06-22,6,2024,2,Seca,IA Convencional,Boer,REP-016,Insitec,IATF 7 dias,43,37.2,Luciana Reis,0.5226,Prenha
OVI-0031,Duna,Ovino,Somalis,Linhagem E,2020-10-19,2.1,65.7,4,0,,Fazenda Bela Vista,Monsenhor Tabosa,2022-12-06,12,2022,4,Chuvosa,IA Convencional,Dorper,REP-038,Grupo Nelore,Select Synch,77,25.7,Juliana Pinto,0.6974,Nao_Prenha
CAP-0028,Fada,Caprino,Toggenburg,Linhagem E,2020-08-12,1.7,54.0,3,0,,Fazenda Bela Vista,Poranga,2022-05-02,5,2022,2,Seca,IATF,Boer,REP-054,Geneal,Resynch,96,25.1,Roberto Neto,0.4723,Prenha
CAP-0029,Aurora,Caprino,Canindé,Sem registro,2020-07-08,4.4,53.7,5,1,279,Sítio Três Irmãos,Catunda,2024-11-21,11,2024,4,Chuvosa,IA Convencional,Saanen,REP-028,Geneal,Sem protocolo,46,30.8,Luciana Reis,0.7459,Prenha
OVI-0032,Fada,Ovino,Dorper,Linhagem D,2022-05-07,2.4,34.0,4,0,,Fazenda Boa Esperança,Quiterianópolis,2024-09-20,9,2024,3,Seca,IATF,Santa Inês,REP-017,Próprio,Resynch,7,20.7,Luciana Reis,0.4415,Prenha
CAP-0030,Sofia,Caprino,Toggenburg,Linhagem D,2017-01-17,7.0,41.8,5,1,56,Sítio Três Irmãos,Crateús,2024-01-09,1,2024,1,Chuvosa,IATF,Anglo Nubiano,REP-062,CRV Lagoa,GnRH+PGF2α,55,31.8,Roberto Neto,0.4697,Prenha
BOV-0072,Chuva,Bovino,Girolando,Linhagem B,2017-05-08,7.0,301.2,3,5,82,Fazenda Bela Vista,Independência,2024-05-14,5,2024,2,Seca,IA Convencional,Gir,REP-068,Grupo Nelore,P4+BE+PGF,18,24.9,Pedro Alves,0.4164,Nao_Prenha
BOV-0073,Duna,Bovino,Tabapuã,Linhagem F,2018-05-22,4.5,486.0,5,0,,Sítio Boa Sorte,Quiterianópolis,2022-11-07,11,2022,4,Chuvosa,IA Convencional,Simmental,REP-018,Alta Genetics,P4+BE+PGF,119,20.2,Juliana Pinto,0.5668,Nao_Prenha
OVI-0033,Terra,Ovino,Morada Nova,Linhagem G,2016-04-19,7.4,58.1,3,3,181,Sítio Três Irmãos,Tamboril,2023-09-10,9,2023,3,Seca,IATF,Ile de France,REP-077,CRV Lagoa,P4+BE+PGF,87,19.2,Luciana Reis,0.8402,Nao_Prenha
BOV-0074,Eva,Bovino,Tabapuã,Linhagem E,2019-07-20,3.2,531.7,3,0,,Sítio Três Irmãos,Crateús,2022-09-28,9,2022,3,Seca,IA Convencional,Senepol,REP-028,CRV Lagoa,Sem protocolo,102,28.4,João Silva,0.6478,Prenha
OVI-0034,Jade,Ovino,Santa Inês,Linhagem B,2020-09-30,3.5,55.1,3,0,,Sítio Boa Sorte,Quiterianópolis,2024-04-03,4,2024,2,Chuvosa,IATF,Ile de France,REP-040,Próprio,Select Synch,44,19.7,Pedro Alves,0.644,Nao_Prenha
CAP-0031,Serena,Caprino,Boer,Linhagem H,2018-09-28,3.7,44.8,4,1,119,Sítio Riacho Seco,Monsenhor Tabosa,2022-06-26,6,2022,2,Seca,IATF,Anglo Nubiano,REP-067,Insitec,Ovsynch,20,18.3,João Silva,0.643,Nao_Prenha
BOV-0075,Dalila,Bovino,Tabapuã,Linhagem F,2016-04-30,7.6,437.2,3,4,69,Sítio Mandacaru,Independência,2023-11-18,11,2023,4,Chuvosa,IA Convencional,Brahman,REP-021,Sexing Tech,Resynch,68,28.0,João Silva,0.8026,Nao_Prenha
OVI-0035,Dalila,Ovino,Santa Inês,Linhagem D,2018-07-24,6.3,68.9,1,0,,Fazenda Palmeira,Quiterianópolis,2024-11-08,11,2024,4,Chuvosa,IATF,Santa Inês,REP-042,Alta Genetics,P4+EB,65,26.0,Pedro Alves,0.4979,Nao_Prenha
OVI-0036,Dalila,Ovino,Morada Nova,Linhagem G,2021-08-18,0.7,66.6,5,0,,Sítio Três Irmãos,Catunda,2022-04-18,4,2022,2,Chuvosa,IA Convencional,Dorper,REP-002,Sexing Tech,Sem protocolo,13,37.3,Carlos Melo,0.2379,Nao_Prenha
CAP-0032,Pétala,Caprino,Moxotó,Linhagem A,2021-03-15,2.9,64.9,4,0,,Fazenda Palmeira,Monsenhor Tabosa,2024-01-25,1,2024,1,Chuvosa,IA Convencional,Toggenburg,REP-043,CRV Lagoa,Cosynch,24,18.1,João Silva,0.797,Prenha
OVI-0037,Pétala,Ovino,Santa Inês,Linhagem B,2020-09-15,4.1,62.6,2,0,,Sítio Três Irmãos,Poranga,2024-10-04,10,2024,4,Seca,IA Convencional,Dorper,REP-065,Alta Genetics,Resynch,119,36.6,Fernanda Costa,0.4545,Prenha
OVI-0038,Linda,Ovino,Dorper,Linhagem B,2017-06-19,5.9,68.6,5,3,197,Fazenda Bela Vista,Poranga,2023-04-30,4,2023,2,Chuvosa,IATF,Texel,REP-020,CRV Lagoa,Cosynch,45,28.0,Maria Souza,0.9387,Prenha
BOV-0076,Nuvem,Bovino,Canchim,Sem registro,2021-01-25,2.7,535.7,2,1,50,Sítio São Francisco,Monsenhor Tabosa,2023-09-24,9,2023,3,Seca,IA Convencional,Brahman,REP-066,CRV Lagoa,GnRH+PGF2α,32,36.4,Pedro Alves,0.4035,Prenha
CAP-0033,Estrela,Caprino,Moxotó,Linhagem B,2020-07-14,4.0,37.2,4,0,,Fazenda Poço Fundo,Monsenhor Tabosa,2024-07-15,7,2024,3,Seca,IATF,Alpino,REP-075,Grupo Nelore,Cosynch,20,18.3,Pedro Alves,0.4771,Nao_Prenha
BOV-0077,Nina,Bovino,Guzerá,Linhagem F,2017-06-11,5.1,292.8,4,1,251,Fazenda Poço Fundo,Independência,2022-07-08,7,2022,3,Seca,IA Convencional,Nelore,REP-028,Alta Genetics,P4+BE+PGF,110,33.9,João Silva,0.7302,Prenha
CAP-0034,Bonita,Caprino,Boer,Linhagem A,2018-10-03,4.9,60.7,4,0,,Sítio São Francisco,Catunda,2023-08-28,8,2023,3,Seca,IA Convencional,Toggenburg,REP-049,Insitec,Select Synch,40,26.4,Ana Lima,0.6235,Prenha
OVI-0039,Beleza,Ovino,Morada Nova,Linhagem B,2020-05-09,3.2,45.7,3,1,59,Sítio São Francisco,Independência,2023-07-08,7,2023,3,Seca,IATF,Santa Inês,REP-032,Próprio,Sem protocolo,108,39.8,Fernanda Costa,0.5411,Prenha
CAP-0035,Serena,Caprino,Toggenburg,Linhagem G,2018-06-17,5.7,34.5,4,2,44,Sítio Mandacaru,Tamboril,2024-03-06,3,2024,1,Chuvosa,IATF,Boer,REP-070,Sexing Tech,Ovsynch,95,33.4,Juliana Pinto,0.6083,Prenha
BOV-0078,Anita,Bovino,Guzerá,Linhagem C,2021-05-11,0.6,340.4,3,0,,Fazenda Bela Vista,Poranga,2022-01-02,1,2022,1,Chuvosa,IA Convencional,Simmental,REP-015,Insitec,P4+EB,107,36.6,João Silva,0.6013,Nao_Prenha
CAP-0036,Eva,Caprino,Toggenburg,Linhagem F,2020-06-08,2.1,39.9,5,0,,Fazenda Palmeira,Poranga,2022-07-26,7,2022,3,Seca,IA Convencional,Saanen,REP-029,Próprio,Ovsynch,106,32.1,Fernanda Costa,0.5213,Prenha
BOV-0079,Mimosa,Bovino,Girolando,Linhagem F,2020-05-22,1.8,375.5,4,0,,Sítio Três Irmãos,Tamboril,2022-03-08,3,2022,1,Chuvosa,IA Convencional,Simmental,REP-041,Alta Genetics,Sem protocolo,86,30.4,Pedro Alves,0.5563,Nao_Prenha
OVI-0040,Chuva,Ovino,Dorper,Linhagem C,2021-01-03,1.1,42.7,2,0,,Sítio Riacho Seco,Quiterianópolis,2022-01-24,1,2022,1,Chuvosa,IA Convencional,Dorper,REP-053,Geneal,P4+BE+PGF,105,20.4,João Silva,0.3812,Nao_Prenha
CAP-0037,Orquídea,Caprino,Anglo Nubiana,Linhagem F,2017-10-28,6.7,38.9,3,0,,Fazenda Palmeira,Ipaporanga,2024-07-13,7,2024,3,Seca,IA Convencional,Anglo Nubiano,REP-077,Grupo Nelore,GnRH+PGF2α,14,25.5,Pedro Alves,0.389,Nao_Prenha
BOV-0080,Íris,Bovino,Nelore,Linhagem B,2020-11-13,2.0,379.3,5,0,,Fazenda Caatinga Verde,Tamboril,2022-11-18,11,2022,4,Chuvosa,IATF,Nelore,REP-007,Geneal,IATF 7 dias,94,30.2,Carlos Melo,0.6069,Prenha
BOV-0081,Rita,Bovino,Nelore,Linhagem B,2018-03-28,4.3,331.2,3,0,,Sítio Riacho Seco,Nova Russas,2022-07-18,7,2022,3,Seca,IA Convencional,Angus,REP-070,Geneal,Resynch,65,36.6,Roberto Neto,0.5489,Prenha
BOV-0082,Joia,Bovino,Sindi,Linhagem D,2020-12-30,1.3,419.5,3,0,,Fazenda Palmeira,Quiterianópolis,2022-04-02,4,2022,2,Chuvosa,IA Convencional,Gir,REP-071,CRV Lagoa,Sem protocolo,77,19.4,Maria Souza,0.6917,Prenha
CAP-0038,Rita,Caprino,Toggenburg,Linhagem G,2018-08-23,6.0,42.6,5,0,,Fazenda Bela Vista,Ipaporanga,2024-09-02,9,2024,3,Seca,IATF,Anglo Nubiano,REP-023,Alta Genetics,Sem protocolo,69,30.6,Juliana Pinto,0.5227,Nao_Prenha
BOV-0083,Linda,Bovino,Brahman,Linhagem H,2016-11-16,7.6,468.2,5,2,193,Fazenda Palmeira,Quiterianópolis,2024-06-10,6,2024,2,Seca,IA Convencional,Senepol,REP-042,Insitec,P4+BE+PGF,98,38.1,Maria Souza,0.5993,Prenha
OVI-0041,Anita,Ovino,Texel,Linhagem E,2020-09-14,1.9,38.4,4,0,,Sítio Boa Sorte,Quiterianópolis,2022-08-19,8,2022,3,Seca,IA Convencional,Dorper,REP-050,Próprio,Select Synch,18,30.4,Carlos Melo,0.3762,Nao_Prenha
BOV-0084,Joia,Bovino,Girolando,Linhagem F,2019-02-02,5.2,462.6,4,0,,Sítio Riacho Seco,Nova Russas,2024-04-05,4,2024,2,Chuvosa,IA Convencional,Simmental,REP-003,Sexing Tech,P4+EB,55,37.6,Ana Lima,0.5841,Nao_Prenha
OVI-0042,Orquídea,Ovino,Bergamácia,Linhagem H,2017-07-04,6.2,65.3,3,3,75,Sítio Boa Sorte,Crateús,2023-09-08,9,2023,3,Seca,IA Convencional,Suffolk,REP-021,CRV Lagoa,Select Synch,29,27.7,Luciana Reis,0.7892,Prenha
BOV-0085,Anita,Bovino,Girolando,Linhagem G,2022-05-18,-0.2,542.6,3,0,,Fazenda Caatinga Verde,Monsenhor Tabosa,2022-03-01,3,2022,1,Chuvosa,IA Convencional,Angus,REP-065,Geneal,Cosynch,36,18.7,Fernanda Costa,0.6844,Prenha
BOV-0086,Rita,Bovino,Guzerá,Linhagem D,2022-03-08,1.8,531.3,3,0,,Sítio São Francisco,Tamboril,2023-12-18,12,2023,4,Chuvosa,IA Convencional,Angus,REP-027,Sexing Tech,Sem protocolo,41,18.6,Pedro Alves,0.5662,Prenha
CAP-0039,Mimosa,Caprino,Canindé,Linhagem G,2021-04-25,1.4,50.2,1,0,,Fazenda Poço Fundo,Monsenhor Tabosa,2022-09-28,9,2022,3,Seca,IA Convencional,Boer,REP-033,Alta Genetics,P4+BE+PGF,82,35.7,Carlos Melo,0.2505,Nao_Prenha
OVI-0043,Mimosa,Ovino,Somalis,Linhagem D,2021-09-26,2.4,58.2,3,0,,Fazenda Caatinga Verde,Nova Russas,2024-02-06,2,2024,1,Chuvosa,IA Convencional,Ile de France,REP-020,Grupo Nelore,IATF 7 dias,66,19.4,Fernanda Costa,0.7274,Nao_Prenha
CAP-0040,Hera,Caprino,Canindé,Linhagem D,2019-08-02,3.2,52.2,5,1,244,Sítio São Francisco,Monsenhor Tabosa,2022-10-14,10,2022,4,Seca,IA Convencional,Anglo Nubiano,REP-069,Próprio,Sem protocolo,56,26.5,Juliana Pinto,0.7821,Prenha
CAP-0041,Joia,Caprino,Boer,Sem registro,2019-04-18,3.3,55.4,4,0,,Sítio São Francisco,Nova Russas,2022-07-19,7,2022,3,Seca,IA Convencional,Boer,REP-043,Sexing Tech,Sem protocolo,92,37.8,Ana Lima,0.4086,Nao_Prenha
BOV-0087,Dalila,Bovino,Gir,Sem registro,2021-04-11,1.0,546.8,4,0,,Sítio São Francisco,Monsenhor Tabosa,2022-04-20,4,2022,2,Chuvosa,IA Convencional,Gir,REP-073,Geneal,Ovsynch,72,24.6,Pedro Alves,0.6879,Nao_Prenha
BOV-0088,Joia,Bovino,Nelore,Sem registro,2019-07-07,2.8,362.1,4,0,,Sítio Mandacaru,Quiterianópolis,2022-04-29,4,2022,2,Chuvosa,IA Convencional,Gir,REP-052,Geneal,Ovsynch,78,34.8,Maria Souza,0.7525,Prenha
BOV-0089,Lua,Bovino,Guzerá,Sem registro,2020-03-08,1.9,530.0,3,0,,Fazenda Bela Vista,Ipaporanga,2022-01-29,1,2022,1,Chuvosa,IATF,Senepol,REP-065,Grupo Nelore,IATF 7 dias,85,34.1,Fernanda Costa,0.7564,Prenha
BOV-0090,Anita,Bovino,Tabapuã,Linhagem C,2021-11-16,2.0,578.6,3,0,,Sítio São Francisco,Tamboril,2023-11-23,11,2023,4,Chuvosa,IATF,Bonsmara,REP-028,Próprio,P4+EB,50,34.5,Roberto Neto,0.7708,Prenha
BOV-0091,Eva,Bovino,Sindi,Sem registro,2016-06-02,7.7,440.4,2,0,,Fazenda Poço Fundo,Ararendá,2024-02-08,2,2024,1,Chuvosa,IA Convencional,Senepol,REP-016,Grupo Nelore,GnRH+PGF2α,89,20.4,João Silva,0.4515,Nao_Prenha
OVI-0044,Amora,Ovino,Bergamácia,Linhagem B,2020-09-19,1.8,43.6,4,0,,Sítio Três Irmãos,Nova Russas,2022-07-26,7,2022,3,Seca,IA Convencional,Ile de France,REP-014,Geneal,Sem protocolo,58,36.3,Marcos Farias,0.3846,Nao_Prenha
OVI-0045,Anita,Ovino,Bergamácia,Linhagem B,2018-04-06,5.7,44.7,2,3,136,Fazenda Boa Esperança,Ipaporanga,2024-01-04,1,2024,1,Chuvosa,IA Convencional,Suffolk,REP-074,Próprio,P4+EB,93,38.5,Ana Lima,0.4729,Nao_Prenha
OVI-0046,Brisa,Ovino,Texel,Linhagem B,2018-11-14,4.4,43.4,2,0,,Fazenda Poço Fundo,Ipaporanga,2023-04-19,4,2023,2,Chuvosa,IA Convencional,Texel,REP-006,CRV Lagoa,Sem protocolo,116,18.9,Fernanda Costa,0.2675,Nao_Prenha
BOV-0092,Duna,Bovino,Gir,Linhagem C,2020-11-27,2.6,524.5,3,1,234,Fazenda Bela Vista,Ipaporanga,2023-07-04,7,2023,3,Seca,IA Convencional,Brahman,REP-008,Insitec,P4+BE+PGF,63,24.0,Luciana Reis,0.97,Prenha
OVI-0047,Nina,Ovino,Dorper,Linhagem F,2018-01-12,6.1,33.2,4,1,277,Sítio Três Irmãos,Nova Russas,2024-02-17,2,2024,1,Chuvosa,IA Convencional,Ile de France,REP-002,Próprio,P4+EB,67,20.5,Luciana Reis,0.8867,Prenha
OVI-0048,Orquídea,Ovino,Somalis,Linhagem A,2019-10-17,5.1,36.1,4,1,276,Sítio Mandacaru,Crateús,2024-11-29,11,2024,4,Chuvosa,IA Convencional,Ile de France,REP-021,Grupo Nelore,Select Synch,49,32.6,Pedro Alves,0.7303,Prenha
BOV-0093,Pétala,Bovino,Nelore,Linhagem F,2019-09-17,3.8,346.8,4,1,150,Sítio Riacho Seco,Ararendá,2023-07-24,7,2023,3,Seca,IATF,Simmental,REP-016,Geneal,GnRH+PGF2α,15,28.1,Luciana Reis,0.6691,Prenha
BOV-0094,Mimosa,Bovino,Brahman,Linhagem G,2017-01-07,6.7,481.4,5,2,57,Sítio Mandacaru,Poranga,2023-09-16,9,2023,3,Seca,IA Convencional,Bonsmara,REP-047,Próprio,Select Synch,109,22.9,Fernanda Costa,0.7936,Prenha
BOV-0095,Terra,Bovino,Guzerá,Linhagem D,2022-02-21,2.8,311.9,5,1,101,Sítio Mandacaru,Tamboril,2024-12-05,12,2024,4,Chuvosa,IA Convencional,Bonsmara,REP-016,Insitec,IATF 7 dias,110,33.8,Maria Souza,0.8454,Prenha
CAP-0042,Lua,Caprino,Repartida,Linhagem A,2019-10-16,2.8,29.7,4,0,,Fazenda Bela Vista,Ararendá,2022-08-09,8,2022,3,Seca,IA Convencional,Toggenburg,REP-068,Próprio,Select Synch,103,37.6,Juliana Pinto,0.4397,Nao_Prenha
CAP-0043,Joia,Caprino,Anglo Nubiana,Linhagem E,2017-12-12,4.8,52.3,4,2,288,Fazenda Poço Fundo,Monsenhor Tabosa,2022-09-20,9,2022,3,Seca,IATF,Toggenburg,REP-058,Insitec,IATF 7 dias,117,26.5,Ana Lima,0.9625,Prenha
OVI-0049,Viola,Ovino,Bergamácia,Linhagem B,2019-05-09,4.4,59.2,3,2,178,Fazenda Palmeira,Monsenhor Tabosa,2023-10-05,10,2023,4,Seca,IATF,Ile de France,REP-046,Grupo Nelore,Select Synch,92,25.6,Pedro Alves,0.6463,Nao_Prenha
OVI-0050,Cida,Ovino,Santa Inês,Linhagem A,2019-03-17,5.2,36.6,3,0,,Fazenda Caatinga Verde,Independência,2024-05-15,5,2024,2,Seca,IA Convencional,Ile de France,REP-038,Alta Genetics,IATF 7 dias,90,19.2,Pedro Alves,0.5806,Prenha
BOV-0096,Orquídea,Bovino,Brahman,Linhagem A,2022-04-17,1.9,515.3,4,0,,Sítio Boa Sorte,Catunda,2024-03-07,3,2024,1,Chuvosa,IA Convencional,Simmental,REP-002,Próprio,P4+BE+PGF,93,32.6,Roberto Neto,0.5993,Nao_Prenha
